Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1971","1971","t","27800","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1972","1972","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1972","1972","t","38500","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1973","1973","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1973","1973","t","44000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1974","1974","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1974","1974","t","62000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1975","1975","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1975","1975","t","64700","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1976","1976","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1976","1976","t","65114","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1977","1977","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1977","1977","t","52795","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1978","1978","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1978","1978","t","73209","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1979","1979","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1979","1979","t","40321","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1980","1980","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1980","1980","t","55300","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1981","1981","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1981","1981","t","83011","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1982","1982","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1982","1982","t","69847","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1983","1983","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1983","1983","t","85404","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1984","1984","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1984","1984","t","66649","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1985","1985","ha","9200","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1985","1985","kg/ha","6826.1","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1985","1985","t","62800","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1986","1986","ha","9200","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1986","1986","kg/ha","9119.6","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1986","1986","t","83900","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1987","1987","ha","9000","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1987","1987","kg/ha","5333.3","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1987","1987","t","48000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1988","1988","ha","8500","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1988","1988","kg/ha","6764.7","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1988","1988","t","57500","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1989","1989","ha","8300","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1989","1989","kg/ha","9759","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1989","1989","t","81000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1990","1990","ha","7200","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1990","1990","kg/ha","7347.2","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1990","1990","t","52900","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1991","1991","ha","7546","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1991","1991","kg/ha","5781.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1991","1991","t","43624","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1992","1992","ha","7436","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1992","1992","kg/ha","5011.2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1992","1992","t","37263","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1993","1993","ha","7487","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1993","1993","kg/ha","6635.4","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1993","1993","t","49679","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1994","1994","ha","7201","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1994","1994","kg/ha","2899.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1994","1994","t","20880","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1995","1995","ha","6388","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1995","1995","kg/ha","2098","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1995","1995","t","13402","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1996","1996","ha","5896","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1996","1996","kg/ha","4391.8","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1996","1996","t","25894","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1997","1997","ha","5318","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1997","1997","kg/ha","3223","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1997","1997","t","17140","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1998","1998","ha","5022","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1998","1998","kg/ha","3560.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1998","1998","t","17881","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","1999","1999","ha","5143","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","1999","1999","kg/ha","3127.2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","1999","1999","t","16083","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2000","2000","ha","3590","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2000","2000","kg/ha","5110.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2000","2000","t","18347","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2001","2001","ha","3687","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2001","2001","kg/ha","4530.2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2001","2001","t","16703","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2002","2002","ha","3273","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2002","2002","kg/ha","3967.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2002","2002","t","12986","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2003","2003","ha","2892","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2003","2003","kg/ha","6210.2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2003","2003","t","17960","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2004","2004","ha","3126","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2004","2004","kg/ha","6279.3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2004","2004","t","19629","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2005","2005","ha","2689","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2005","2005","kg/ha","11081.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2005","2005","t","29797","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2006","2006","ha","1973","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2006","2006","kg/ha","8823.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2006","2006","t","17408","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2007","2007","ha","1785","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2007","2007","kg/ha","9512.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2007","2007","t","16980","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2008","2008","ha","1610","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2008","2008","kg/ha","10206.2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2008","2008","t","16432","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2009","2009","ha","1711","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2009","2009","kg/ha","10012.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2009","2009","t","17132","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2010","2010","ha","1964","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2010","2010","kg/ha","5723.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2010","2010","t","11241","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2011","2011","ha","2068","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2011","2011","kg/ha","10877.2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2011","2011","t","22494","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2012","2012","ha","2028","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2012","2012","kg/ha","8593.7","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2012","2012","t","17428","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2013","2013","ha","2036","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2013","2013","kg/ha","9395.9","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2013","2013","t","19130","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2014","2014","ha","1797","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2014","2014","kg/ha","13752.4","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2014","2014","t","24713","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2015","2015","ha","1750","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2015","2015","kg/ha","12468","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2015","2015","t","21819","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2016","2016","ha","1805","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2016","2016","kg/ha","13100.8","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2016","2016","t","23647","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2017","2017","ha","1765","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2017","2017","kg/ha","10957.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2017","2017","t","19340","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2018","2018","ha","1710","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2018","2018","kg/ha","12947.4","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2018","2018","t","22140","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2019","2019","ha","1800","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2019","2019","kg/ha","9783.3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2019","2019","t","17610","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2020","2020","ha","1690","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2020","2020","kg/ha","9408.3","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2020","2020","t","15900","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2021","2021","ha","1370","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2021","2021","kg/ha","10306.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2021","2021","t","14120","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2022","2022","ha","1290","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2022","2022","kg/ha","9589.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2022","2022","t","12370","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2023","2023","ha","1390","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2023","2023","kg/ha","9028.8","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2023","2023","t","12550","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01345","Peaches and nectarines","2024","2024","ha","1310","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01345","Peaches and nectarines","2024","2024","kg/ha","8832.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01345","Peaches and nectarines","2024","2024","t","11570","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1961","1961","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1961","1961","t","29000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1962","1962","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1962","1962","t","44000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1963","1963","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1963","1963","t","41000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1964","1964","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1964","1964","t","40000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1965","1965","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1965","1965","t","54000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1966","1966","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1966","1966","t","63100","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1967","1967","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1967","1967","t","60900","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1968","1968","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1968","1968","t","59700","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1969","1969","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1969","1969","t","67600","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1970","1970","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1970","1970","t","53899","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1971","1971","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1971","1971","t","68500","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1972","1972","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1972","1972","t","55400","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1973","1973","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1973","1973","t","81800","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1974","1974","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1974","1974","t","56067","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1975","1975","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1975","1975","t","81419","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1976","1976","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1976","1976","t","66206","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1977","1977","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1977","1977","t","96992","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1978","1978","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1978","1978","t","80242","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1979","1979","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1979","1979","t","111348","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1980","1980","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1980","1980","t","76900","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1981","1981","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1981","1981","t","77705","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1982","1982","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1982","1982","t","120138","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1983","1983","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1983","1983","t","117683","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1984","1984","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1984","1984","t","140474","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1985","1985","ha","10000","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1985","1985","kg/ha","11910","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1985","1985","t","119100","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1986","1986","ha","9900","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1986","1986","kg/ha","9090.9","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1986","1986","t","90000","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1987","1987","ha","9900","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1987","1987","kg/ha","9535.4","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1987","1987","t","94400","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1988","1988","ha","9900","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1988","1988","kg/ha","9808.1","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1988","1988","t","97100","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1989","1989","ha","9900","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1989","1989","kg/ha","8424.2","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1989","1989","t","83400","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1990","1990","ha","9800","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1990","1990","kg/ha","7530.6","E","Estimated value",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1990","1990","t","73800","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1991","1991","ha","8495","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1991","1991","kg/ha","6836.8","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1991","1991","t","58079","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1992","1992","ha","8390","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1992","1992","kg/ha","7524.7","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1992","1992","t","63132","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1993","1993","ha","8109","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1993","1993","kg/ha","13380.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1993","1993","t","108499","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1994","1994","ha","8015","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01342.01","Pears","1994","1994","kg/ha","6375","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01342.01","Pears","1994","1994","t","51096","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01342.01","Pears","1995","1995","ha","7549","A","Official figure",""
